26,Native American,2006,4 year June,16,8,50.0,6,37.5,75.0,1,6.3,12.5,5,31.3,62.5,2,12.5,25.0,7,43.8,0,0.0,0,0.0,1,6.3
26,Native American,2005,4 year June,11,8,72.7,6,54.5,75.0,4,36.4,50.0,2,18.2,25.0,2,18.2,25.0,0,0.0,2,18.2,0,0.0,1,9.1
26,Native American,2004,4 year June,11,7,63.6,6,54.5,85.7,2,18.2,28.6,4,36.4,57.1,1,9.1,14.3,1,9.1,3,27.3,0,0.0,0,0.0
26,Native American,2003,4 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2002,4 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2001,4 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2011,5 year August,34,27,79.4,26,76.5,96.3,3,8.8,11.1,23,67.6,85.2,1,2.9,3.7,2,5.9,5,14.7,0,0.0,0,0.0
26,Native American,2010,5 year August,22,17,77.3,15,68.2,88.2,5,22.7,29.4,10,45.5,58.8,2,9.1,11.8,1,4.5,4,18.2,0,0.0,0,0.0
26,Native American,2009,5 year August,25,17,68.0,17,68.0,100.0,3,12.0,17.6,14,56.0,82.4,0,0.0,0.0,0,0.0,7,28.0,0,0.0,1,4.0
26,Native American,2008,5 year August,14,12,85.7,11,78.6,91.7,2,14.3,16.7,9,64.3,75.0,1,7.1,8.3,1,7.1,0,0.0,1,7.1,0,0.0
26,Native American,2007,5 year August,10,6,60.0,6,60.0,100.0,1,10.0,16.7,5,50.0,83.3,0,0.0,0.0,0,0.0,4,40.0,0,0.0,0,0.0
26,Native American,2006,5 year August,16,10,62.5,7,43.8,70.0,1,6.3,10.0,6,37.5,60.0,3,18.8,30.0,4,25.0,1,6.3,0,0.0,1,6.3
26,Native American,2011,5 year June,34,26,76.5,25,73.5,96.2,3,8.8,11.5,22,64.7,84.6,1,2.9,3.8,3,8.8,5,14.7,0,0.0,0,0.0
26,Native American,2010,5 year June,22,17,77.3,15,68.2,88.2,5,22.7,29.4,10,45.5,58.8,2,9.1,11.8,1,4.5,4,18.2,0,0.0,0,0.0
26,Native American,2009,5 year June,25,17,68.0,17,68.0,100.0,3,12.0,17.6,14,56.0,82.4,0,0.0,0.0,0,0.0,7,28.0,0,0.0,1,4.0
26,Native American,2008,5 year June,14,11,78.6,10,71.4,90.9,2,14.3,18.2,8,57.1,72.7,1,7.1,9.1,2,14.3,0,0.0,1,7.1,0,0.0
26,Native American,2007,5 year June,10,6,60.0,6,60.0,100.0,1,10.0,16.7,5,50.0,83.3,0,0.0,0.0,0,0.0,4,40.0,0,0.0,0,0.0
26,Native American,2006,5 year June,16,10,62.5,7,43.8,70.0,1,6.3,10.0,6,37.5,60.0,3,18.8,30.0,4,25.0,1,6.3,0,0.0,1,6.3
26,Native American,2005,5 year June,12,8,66.7,6,50.0,75.0,4,33.3,50.0,2,16.7,25.0,2,16.7,25.0,0,0.0,4,33.3,0,0.0,0,0.0
26,Native American,2004,5 year June,12,7,58.3,6,50.0,85.7,2,16.7,28.6,4,33.3,57.1,1,8.3,14.3,0,0.0,3,25.0,1,8.3,1,8.3
26,Native American,2003,5 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2002,5 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2001,5 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2010,6 year June,21,17,81.0,15,71.4,88.2,5,23.8,29.4,10,47.6,58.8,2,9.5,11.8,0,0.0,4,19.0,0,0.0,0,0.0
26,Native American,2009,6 year June,25,18,72.0,18,72.0,100.0,3,12.0,16.7,15,60.0,83.3,0,0.0,0.0,0,0.0,6,24.0,0,0.0,1,4.0
26,Native American,2008,6 year June,14,12,85.7,11,78.6,91.7,2,14.3,16.7,9,64.3,75.0,1,7.1,8.3,1,7.1,0,0.0,1,7.1,0,0.0
26,Native American,2007,6 year June,10,6,60.0,6,60.0,100.0,1,10.0,16.7,5,50.0,83.3,0,0.0,0.0,0,0.0,4,40.0,0,0.0,0,0.0
26,Native American,2006,6 year June,16,10,62.5,7,43.8,70.0,1,6.3,10.0,6,37.5,60.0,3,18.8,30.0,1,6.3,4,25.0,0,0.0,1,6.3
26,Native American,2005,6 year June,12,8,66.7,6,50.0,75.0,4,33.3,50.0,2,16.7,25.0,2,16.7,25.0,0,0.0,4,33.3,0,0.0,0,0.0
26,Native American,2004,6 year June,12,7,58.3,6,50.0,85.7,2,16.7,28.6,4,33.3,57.1,1,8.3,14.3,1,8.3,3,25.0,1,8.3,0,0.0
26,Native American,2003,6 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2002,6 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,Native American,2001,6 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26,White,2012,4 year August,501,440,87.8,418,83.4,95.0,173,34.5,39.3,245,48.9,55.7,22,4.4,5.0,41,8.2,13,2.6,6,1.2,1,0.2
26,White,2011,4 year August,484,435,89.9,413,85.3,94.9,164,33.9,37.7,249,51.4,57.2,22,4.5,5.1,26,5.4,18,3.7,5,1.0,0,0.0
26,White,2010,4 year August,557,479,86.0,444,79.7,92.7,201,36.1,42.0,243,43.6,50.7,35,6.3,7.3,44,7.9,25,4.5,9,1.6,0,0.0
26,White,2009,4 year August,541,463,85.6,430,79.5,92.9,198,36.6,42.8,232,42.9,50.1,33,6.1,7.1,42,7.8,28,5.2,7,1.3,1,0.2
26,White,2008,4 year August,613,513,83.7,477,77.8,93.0,224,36.5,43.7,253,41.3,49.3,36,5.9,7.0,62,10.1,28,4.6,7,1.1,2,0.3
26,White,2007,4 year August,616,508,82.5,443,71.9,87.2,195,31.7,38.4,248,40.3,48.8,65,10.6,12.8,61,9.9,39,6.3,6,1.0,2,0.3
26,White,2006,4 year August,604,507,83.9,436,72.2,86.0,228,37.7,45.0,208,34.4,41.0,71,11.8,14.0,53,8.8,33,5.5,6,1.0,5,0.8
26,White,2005,4 year August,707,592,83.7,515,72.8,87.0,273,38.6,46.1,242,34.2,40.9,77,10.9,13.0,68,9.6,35,5.0,6,0.8,6,0.8
26,White,2012,4 year June,501,423,84.4,404,80.6,95.5,173,34.5,40.9,231,46.1,54.6,19,3.8,4.5,58,11.6,13,2.6,6,1.2,1,0.2
26,White,2011,4 year June,484,420,86.8,399,82.4,95.0,163,33.7,38.8,236,48.8,56.2,21,4.3,5.0,40,8.3,18,3.7,6,1.2,0,0.0
26,White,2010,4 year June,557,459,82.4,427,76.7,93.0,201,36.1,43.8,226,40.6,49.2,32,5.7,7.0,64,11.5,25,4.5,9,1.6,0,0.0
26,White,2009,4 year June,541,434,80.2,407,75.2,93.8,197,36.4,45.4,210,38.8,48.4,27,5.0,6.2,70,12.9,28,5.2,8,1.5,1,0.2
26,White,2008,4 year June,613,495,80.8,460,75.0,92.9,223,36.4,45.1,237,38.7,47.9,35,5.7,7.1,80,13.1,28,4.6,7,1.1,2,0.3
26,White,2007,4 year June,616,481,78.1,431,70.0,89.6,194,31.5,40.3,237,38.5,49.3,50,8.1,10.4,88,14.3,39,6.3,6,1.0,2,0.3
26,White,2006,4 year June,604,479,79.3,420,69.5,87.7,225,37.3,47.0,195,32.3,40.7,59,9.8,12.3,81,13.4,33,5.5,6,1.0,5,0.8
26,White,2005,4 year June,707,575,81.3,504,71.3,87.7,273,38.6,47.5,231,32.7,40.2,71,10.0,12.3,85,12.0,35,5.0,6,0.8,6,0.8
26,White,2004,4 year June,710,554,78.0,498,70.1,89.9,283,39.9,51.1,215,30.3,38.8,56,7.9,10.1,110,15.5,32,4.5,14,2.0,0,0.0
26,White,2003,4 year June,752,588,78.2,539,71.7,91.7,286,38.0,48.6,253,33.6,43.0,49,6.5,8.3,86,11.4,57,7.6,10,1.3,7,0.9
26,White,2002,4 year June,741,557,75.2,501,67.6,89.9,263,35.5,47.2,238,32.1,42.7,56,7.6,10.1,106,14.3,51,6.9,5,0.7,18,2.4
26,White,2001,4 year June,792,565,71.3,480,60.6,85.0,281,35.5,49.7,199,25.1,35.2,88,11.1,15.6,108,13.6,93,11.7,23,2.9,2,0.3
26,White,2011,5 year August,492,446,90.7,421,85.6,94.4,164,33.3,36.8,257,52.2,57.6,25,5.1,5.6,15,3.0,24,4.9,7,1.4,0,0.0
26,White,2010,5 year August,554,493,89.0,456,82.3,92.5,201,36.3,40.8,255,46.0,51.7,37,6.7,7.5,12,2.2,37,6.7,12,2.2,0,0.0
26,White,2009,5 year August,540,472,87.4,435,80.6,92.2,198,36.7,41.9,237,43.9,50.2,37,6.9,7.8,16,3.0,43,8.0,9,1.7,0,0.0
26,White,2008,5 year August,611,529,86.6,489,80.0,92.4,224,36.7,42.3,265,43.4,50.1,40,6.5,7.6,32,5.2,36,5.9,13,2.1,1,0.2
26,White,2007,5 year August,617,529,85.7,452,73.3,85.4,195,31.6,36.9,257,41.7,48.6,77,12.5,14.6,26,4.2,53,8.6,7,1.1,2,0.3
26,White,2006,5 year August,609,521,85.6,442,72.6,84.8,228,37.4,43.8,214,35.1,41.1,79,13.0,15.2,27,4.4,44,7.2,11,1.8,6,1.0
26,White,2011,5 year June,492,444,90.2,421,85.6,94.8,164,33.3,36.9,257,52.2,57.9,23,4.7,5.2,17,3.5,24,4.9,7,1.4,0,0.0
26,White,2010,5 year June,554,491,88.6,454,81.9,92.5,201,36.3,40.9,253,45.7,51.5,37,6.7,7.5,14,2.5,37,6.7,12,2.2,0,0.0
26,White,2009,5 year June,540,470,87.0,434,80.4,92.3,198,36.7,42.1,236,43.7,50.2,36,6.7,7.7,17,3.1,44,8.1,9,1.7,0,0.0
26,White,2008,5 year June,611,527,86.3,489,80.0,92.8,224,36.7,42.5,265,43.4,50.3,38,6.2,7.2,33,5.4,37,6.1,13,2.1,1,0.2
26,White,2007,5 year June,617,529,85.7,452,73.3,85.4,195,31.6,36.9,257,41.7,48.6,77,12.5,14.6,26,4.2,53,8.6,7,1.1,2,0.3
26,White,2006,5 year June,609,520,85.4,442,72.6,85.0,228,37.4,43.8,214,35.1,41.2,78,12.8,15.0,28,4.6,44,7.2,11,1.8,6,1.0
26,White,2005,5 year June,709,616,86.9,526,74.2,85.4,273,38.5,44.3,253,35.7,41.1,90,12.7,14.6,23,3.2,50,7.1,12,1.7,8,1.1
26,White,2004,5 year June,707,609,86.1,526,74.4,86.4,285,40.3,46.8,241,34.1,39.6,83,11.7,13.6,20,2.8,47,6.6,21,3.0,10,1.4
26,White,2003,5 year June,752,623,82.8,562,74.7,90.2,289,38.4,46.4,273,36.3,43.8,61,8.1,9.8,25,3.3,71,9.4,22,2.9,7,0.9
26,White,2002,5 year June,741,615,83.0,536,72.3,87.2,268,36.2,43.6,268,36.2,43.6,84,11.3,13.7,23,3.1,73,9.9,8,1.1,18,2.4
26,White,2001,5 year June,792,629,79.4,519,65.5,82.5,283,35.7,45.0,236,29.8,37.5,113,14.3,18.0,14,1.8,116,14.6,29,3.7,2,0.3
26,White,2010,6 year June,553,499,90.2,459,83.0,92.0,201,36.3,40.3,258,46.7,51.7,40,7.2,8.0,9,1.6,34,6.1,11,2.0,0,0.0
26,White,2009,6 year June,539,475,88.1,436,80.9,91.8,198,36.7,41.7,238,44.2,50.1,39,7.2,8.2,12,2.2,43,8.0,9,1.7,0,0.0
26,White,2008,6 year June,610,533,87.4,492,80.7,92.3,224,36.7,42.0,268,43.9,50.3,41,6.7,7.7,20,3.3,37,6.1,19,3.1,1,0.2
26,White,2007,6 year June,617,532,86.2,454,73.6,85.3,195,31.6,36.7,259,42.0,48.7,78,12.6,14.7,21,3.4,51,8.3,10,1.6,3,0.5
26,White,2006,6 year June,598,527,88.1,446,74.6,84.6,229,38.3,43.5,217,36.3,41.2,81,13.5,15.4,13,2.2,42,7.0,9,1.5,7,1.2
26,White,2005,6 year June,708,623,88.0,529,74.7,84.9,273,38.6,43.8,256,36.2,41.1,94,13.3,15.1,15,2.1,50,7.1,12,1.7,8,1.1
26,White,2004,6 year June,710,618,87.0,531,74.8,85.9,285,40.1,46.1,246,34.6,39.8,87,12.3,14.1,17,2.4,50,7.0,22,3.1,3,0.4
26,White,2003,6 year June,753,629,83.5,563,74.8,89.5,289,38.4,45.9,274,36.4,43.6,66,8.8,10.5,10,1.3,78,10.4,22,2.9,10,1.3
26,White,2002,6 year June,741,617,83.3,536,72.3,86.9,268,36.2,43.4,268,36.2,43.4,86,11.6,13.9,14,1.9,78,10.5,9,1.2,19,2.6
26,White,2001,6 year June,792,633,79.9,520,65.7,82.1,283,35.7,44.7,237,29.9,37.4,116,14.6,18.3,4,0.5,120,15.2,31,3.9,2,0.3
27,Asian,2012,4 year August,666,485,72.8,466,70.0,96.1,130,19.5,26.8,336,50.5,69.3,19,2.9,3.9,101,15.2,73,11.0,5,0.8,2,0.3
27,Asian,2011,4 year August,637,457,71.7,448,70.3,98.0,110,17.3,24.1,338,53.1,74.0,9,1.4,2.0,102,16.0,71,11.1,5,0.8,2,0.3
27,Asian,2010,4 year August,585,387,66.2,374,63.9,96.6,84,14.4,21.7,290,49.6,74.9,13,2.2,3.4,113,19.3,77,13.2,7,1.2,1,0.2
27,Asian,2009,4 year August,707,482,68.2,476,67.3,98.8,94,13.3,19.5,382,54.0,79.3,6,0.8,1.2,135,19.1,86,12.2,4,0.6,0,0.0
27,Asian,2008,4 year August,734,489,66.6,474,64.6,96.9,88,12.0,18.0,386,52.6,78.9,15,2.0,3.1,165,22.5,72,9.8,5,0.7,3,0.4
27,Asian,2007,4 year August,693,482,69.6,415,59.9,86.1,87,12.6,18.0,328,47.3,68.0,67,9.7,13.9,119,17.2,79,11.4,6,0.9,7,1.0
27,Asian,2006,4 year August,688,472,68.6,371,53.9,78.6,64,9.3,13.6,307,44.6,65.0,101,14.7,21.4,103,15.0,93,13.5,3,0.4,17,2.5
27,Asian,2005,4 year August,546,330,60.4,222,40.7,67.3,40,7.3,12.1,182,33.3,55.2,108,19.8,32.7,114,20.9,71,13.0,2,0.4,29,5.3
27,Asian,2012,4 year June,666,471,70.7,453,68.0,96.2,130,19.5,27.6,323,48.5,68.6,18,2.7,3.8,115,17.3,73,11.0,5,0.8,2,0.3
27,Asian,2011,4 year June,637,445,69.9,437,68.6,98.2,110,17.3,24.7,327,51.3,73.5,8,1.3,1.8,114,17.9,71,11.1,5,0.8,2,0.3
27,Asian,2010,4 year June,585,374,63.9,363,62.1,97.1,84,14.4,22.5,279,47.7,74.6,11,1.9,2.9,126,21.5,77,13.2,7,1.2,1,0.2
27,Asian,2009,4 year June,707,436,61.7,430,60.8,98.6,90,12.7,20.6,340,48.1,78.0,6,0.8,1.4,180,25.5,87,12.3,4,0.6,0,0.0
27,Asian,2008,4 year June,734,454,61.9,440,59.9,96.9,88,12.0,19.4,352,48.0,77.5,14,1.9,3.1,199,27.1,73,9.9,5,0.7,3,0.4
27,Asian,2007,4 year June,693,425,61.3,375,54.1,88.2,87,12.6,20.5,288,41.6,67.8,50,7.2,11.8,173,25.0,81,11.7,7,1.0,7,1.0
27,Asian,2006,4 year June,688,433,62.9,354,51.5,81.8,64,9.3,14.8,290,42.2,67.0,79,11.5,18.2,142,20.6,93,13.5,3,0.4,17,2.5
27,Asian,2005,4 year June,546,306,56.0,212,38.8,69.3,40,7.3,13.1,172,31.5,56.2,94,17.2,30.7,138,25.3,71,13.0,2,0.4,29,5.3
27,Asian,2004,4 year June,534,278,52.1,181,33.9,65.1,37,6.9,13.3,144,27.0,51.8,97,18.2,34.9,166,31.1,83,15.5,6,1.1,1,0.2
27,Asian,2003,4 year June,567,301,53.1,189,33.3,62.8,58,10.2,19.3,131,23.1,43.5,112,19.8,37.2,172,30.3,87,15.3,4,0.7,3,0.5
27,Asian,2002,4 year June,615,321,52.2,184,29.9,57.3,41,6.7,12.8,143,23.3,44.5,137,22.3,42.7,196,31.9,81,13.2,5,0.8,10,1.6
27,Asian,2001,4 year June,561,278,49.6,147,26.2,52.9,26,4.6,9.4,121,21.6,43.5,131,23.4,47.1,198,35.3,75,13.4,5,0.9,5,0.9
27,Asian,2011,5 year August,641,490,76.4,479,74.7,97.8,110,17.2,22.4,369,57.6,75.3,11,1.7,2.2,43,6.7,99,15.4,7,1.1,2,0.3
27,Asian,2010,5 year August,583,427,73.2,412,70.7,96.5,85,14.6,19.9,327,56.1,76.6,15,2.6,3.5,43,7.4,102,17.5,9,1.5,2,0.3
27,Asian,2009,5 year August,702,522,74.4,515,73.4,98.7,95,13.5,18.2,420,59.8,80.5,7,1.0,1.3,52,7.4,124,17.7,4,0.6,0,0.0
27,Asian,2008,5 year August,725,539,74.3,520,71.7,96.5,89,12.3,16.5,431,59.4,80.0,19,2.6,3.5,58,8.0,111,15.3,11,1.5,6,0.8
27,Asian,2007,5 year August,690,517,74.9,433,62.8,83.8,87,12.6,16.8,346,50.1,66.9,84,12.2,16.2,24,3.5,129,18.7,13,1.9,6,0.9
27,Asian,2006,5 year August,702,505,71.9,389,55.4,77.0,64,9.1,12.7,325,46.3,64.4,116,16.5,23.0,35,5.0,133,18.9,12,1.7,17,2.4
27,Asian,2011,5 year June,641,487,76.0,477,74.4,97.9,110,17.2,22.6,367,57.3,75.4,10,1.6,2.1,46,7.2,99,15.4,7,1.1,2,0.3
27,Asian,2010,5 year June,583,422,72.4,407,69.8,96.4,85,14.6,20.1,322,55.2,76.3,15,2.6,3.6,48,8.2,102,17.5,9,1.5,2,0.3
27,Asian,2009,5 year June,702,516,73.5,509,72.5,98.6,95,13.5,18.4,414,59.0,80.2,7,1.0,1.4,58,8.3,124,17.7,4,0.6,0,0.0
27,Asian,2008,5 year June,725,526,72.6,508,70.1,96.6,89,12.3,16.9,419,57.8,79.7,18,2.5,3.4,70,9.7,112,15.4,11,1.5,6,0.8
27,Asian,2007,5 year June,690,515,74.6,433,62.8,84.1,87,12.6,16.9,346,50.1,67.2,82,11.9,15.9,24,3.5,131,19.0,13,1.9,6,0.9
27,Asian,2006,5 year June,702,498,70.9,387,55.1,77.7,64,9.1,12.9,323,46.0,64.9,111,15.8,22.3,38,5.4,138,19.7,12,1.7,16,2.3
27,Asian,2005,5 year June,551,375,68.1,241,43.7,64.3,42,7.6,11.2,199,36.1,53.1,134,24.3,35.7,28,5.1,125,22.7,5,0.9,18,3.3
27,Asian,2004,5 year June,550,342,62.2,209,38.0,61.1,38,6.9,11.1,171,31.1,50.0,133,24.2,38.9,63,11.5,117,21.3,8,1.5,20,3.6
27,Asian,2003,5 year June,567,366,64.6,208,36.7,56.8,59,10.4,16.1,149,26.3,40.7,158,27.9,43.2,59,10.4,128,22.6,10,1.8,4,0.7
27,Asian,2002,5 year June,615,392,63.7,205,33.3,52.3,42,6.8,10.7,163,26.5,41.6,187,30.4,47.7,78,12.7,125,20.3,8,1.3,10,1.6
27,Asian,2001,5 year June,561,348,62.0,161,28.7,46.3,27,4.8,7.8,134,23.9,38.5,188,33.5,54.0,70,12.5,128,22.8,10,1.8,5,0.9
27,Asian,2010,6 year June,581,440,75.7,423,72.8,96.1,85,14.6,19.3,338,58.2,76.8,17,2.9,3.9,17,2.9,113,19.4,9,1.5,2,0.3
27,Asian,2009,6 year June,706,535,75.8,528,74.8,98.7,95,13.5,17.8,433,61.3,80.9,7,1.0,1.3,30,4.2,134,19.0,6,0.8,1,0.1
27,Asian,2008,6 year June,724,556,76.8,536,74.0,96.4,89,12.3,16.0,447,61.7,80.4,20,2.8,3.6,24,3.3,124,17.1,14,1.9,6,0.8
27,Asian,2007,6 year June,689,524,76.1,436,63.3,83.2,87,12.6,16.6,349,50.7,66.6,88,12.8,16.8,12,1.7,134,19.4,13,1.9,5,0.7
27,Asian,2006,6 year June,692,512,74.0,393,56.8,76.8,64,9.2,12.5,329,47.5,64.3,119,17.2,23.2,10,1.4,140,20.2,13,1.9,17,2.5
27,Asian,2005,6 year June,551,394,71.5,251,45.6,63.7,42,7.6,10.7,209,37.9,53.0,143,26.0,36.3,13,2.4,122,22.1,5,0.9,17,3.1
27,Asian,2004,6 year June,550,381,69.3,221,40.2,58.0,38,6.9,10.0,183,33.3,48.0,160,29.1,42.0,26,4.7,126,22.9,8,1.5,9,1.6
27,Asian,2003,6 year June,574,391,68.1,213,37.1,54.5,59,10.3,15.1,154,26.8,39.4,178,31.0,45.5,15,2.6,141,24.6,10,1.7,17,3.0
27,Asian,2002,6 year June,615,411,66.8,209,34.0,50.9,42,6.8,10.2,167,27.2,40.6,202,32.8,49.1,43,7.0,140,22.8,9,1.5,10,1.6
27,Asian,2001,6 year June,561,370,66.0,166,29.6,44.9,27,4.8,7.3,139,24.8,37.6,205,36.5,55.4,24,4.3,152,27.1,10,1.8,5,0.9
27,Black,2012,4 year August,852,525,61.6,467,54.8,89.0,60,7.0,11.4,407,47.8,77.5,58,6.8,11.0,188,22.1,127,14.9,6,0.7,4,0.5
27,Black,2011,4 year August,867,439,50.6,404,46.6,92.0,45,5.2,10.3,359,41.4,81.8,35,4.0,8.0,274,31.6,129,14.9,15,1.7,8,0.9
27,Black,2010,4 year August,941,481,51.1,444,47.2,92.3,38,4.0,7.9,406,43.1,84.4,37,3.9,7.7,280,29.8,155,16.5,16,1.7,7,0.7
27,Black,2009,4 year August,1076,513,47.7,464,43.1,90.4,37,3.4,7.2,427,39.7,83.2,49,4.6,9.6,330,30.7,197,18.3,17,1.6,17,1.6
27,Black,2008,4 year August,1108,553,49.9,503,45.4,91.0,48,4.3,8.7,455,41.1,82.3,50,4.5,9.0,352,31.8,168,15.2,23,2.1,10,0.9
27,Black,2007,4 year August,1118,643,57.5,491,43.9,76.4,62,5.5,9.6,429,38.4,66.7,152,13.6,23.6,248,22.2,190,17.0,8,0.7,27,2.4
27,Black,2006,4 year August,1036,579,55.9,351,33.9,60.6,36,3.5,6.2,315,30.4,54.4,228,22.0,39.4,204,19.7,202,19.5,16,1.5,33,3.2
27,Black,2005,4 year August,1217,583,47.9,315,25.9,54.0,19,1.6,3.3,296,24.3,50.8,268,22.0,46.0,315,25.9,236,19.4,32,2.6,51,4.2
27,Black,2012,4 year June,852,487,57.2,435,51.1,89.3,60,7.0,12.3,375,44.0,77.0,52,6.1,10.7,224,26.3,127,14.9,7,0.8,4,0.5
27,Black,2011,4 year June,867,421,48.6,390,45.0,92.6,45,5.2,10.7,345,39.8,81.9,31,3.6,7.4,292,33.7,129,14.9,15,1.7,8,0.9
27,Black,2010,4 year June,941,434,46.1,397,42.2,91.5,38,4.0,8.8,359,38.2,82.7,37,3.9,8.5,327,34.8,155,16.5,16,1.7,7,0.7
27,Black,2009,4 year June,1076,440,40.9,406,37.7,92.3,36,3.3,8.2,370,34.4,84.1,34,3.2,7.7,401,37.3,197,18.3,19,1.8,17,1.6
27,Black,2008,4 year June,1108,484,43.7,442,39.9,91.3,48,4.3,9.9,394,35.6,81.4,42,3.8,8.7,416,37.5,170,15.3,26,2.3,10,0.9
27,Black,2007,4 year June,1118,555,49.6,446,39.9,80.4,62,5.5,11.2,384,34.3,69.2,109,9.7,19.6,331,29.6,191,17.1,13,1.2,25,2.2
27,Black,2006,4 year June,1036,517,49.9,336,32.4,65.0,36,3.5,7.0,300,29.0,58.0,181,17.5,35.0,265,25.6,203,19.6,16,1.5,33,3.2
27,Black,2005,4 year June,1217,539,44.3,302,24.8,56.0,19,1.6,3.5,283,23.3,52.5,237,19.5,44.0,359,29.5,236,19.4,32,2.6,51,4.2
27,Black,2004,4 year June,1185,485,40.9,258,21.8,53.2,26,2.2,5.4,232,19.6,47.8,227,19.2,46.8,420,35.4,235,19.8,34,2.9,11,0.9
27,Black,2003,4 year June,1109,414,37.3,129,11.6,31.2,17,1.5,4.1,112,10.1,27.1,285,25.7,68.8,405,36.5,248,22.4,25,2.3,13,1.2
27,Black,2002,4 year June,1092,440,40.3,125,11.4,28.4,20,1.8,4.5,105,9.6,23.9,315,28.8,71.6,405,37.1,199,18.2,20,1.8,27,2.5
27,Black,2001,4 year June,1110,403,36.3,105,9.5,26.1,18,1.6,4.5,87,7.8,21.6,298,26.8,73.9,501,45.1,158,14.2,38,3.4,10,0.9
27,Black,2011,5 year August,854,531,62.2,482,56.4,90.8,45,5.3,8.5,437,51.2,82.3,49,5.7,9.2,96,11.2,192,22.5,24,2.8,8,0.9
27,Black,2010,5 year August,940,582,61.9,527,56.1,90.5,38,4.0,6.5,489,52.0,84.0,55,5.9,9.5,120,12.8,203,21.6,22,2.3,9,1.0
27,Black,2009,5 year August,1037,605,58.3,532,51.3,87.9,37,3.6,6.1,495,47.7,81.8,73,7.0,12.1,127,12.2,267,25.7,23,2.2,14,1.4
27,Black,2008,5 year August,1058,623,58.9,558,52.7,89.6,48,4.5,7.7,510,48.2,81.9,65,6.1,10.4,137,12.9,240,22.7,40,3.8,14,1.3
27,Black,2007,5 year August,1104,692,62.7,507,45.9,73.3,62,5.6,9.0,445,40.3,64.3,185,16.8,26.7,79,7.2,280,25.4,28,2.5,23,2.1
27,Black,2006,5 year August,1055,629,59.6,365,34.6,58.0,36,3.4,5.7,329,31.2,52.3,264,25.0,42.0,73,6.9,291,27.6,29,2.7,30,2.8
27,Black,2011,5 year June,854,523,61.2,475,55.6,90.8,45,5.3,8.6,430,50.4,82.2,48,5.6,9.2,104,12.2,192,22.5,24,2.8,8,0.9
27,Black,2010,5 year June,940,577,61.4,522,55.5,90.5,38,4.0,6.6,484,51.5,83.9,55,5.9,9.5,125,13.3,203,21.6,22,2.3,9,1.0
27,Black,2009,5 year June,1037,590,56.9,523,50.4,88.6,37,3.6,6.3,486,46.9,82.4,67,6.5,11.4,141,13.6,268,25.8,23,2.2,14,1.4
27,Black,2008,5 year June,1058,597,56.4,539,50.9,90.3,48,4.5,8.0,491,46.4,82.2,58,5.5,9.7,160,15.1,242,22.9,41,3.9,14,1.3
27,Black,2007,5 year June,1104,683,61.9,504,45.7,73.8,62,5.6,9.1,442,40.0,64.7,179,16.2,26.2,86,7.8,282,25.5,28,2.5,23,2.1
27,Black,2006,5 year June,1055,619,58.7,363,34.4,58.6,36,3.4,5.8,327,31.0,52.8,256,24.3,41.4,81,7.7,293,27.8,29,2.7,30,2.8
27,Black,2005,5 year June,1235,656,53.1,336,27.2,51.2,19,1.5,2.9,317,25.7,48.3,320,25.9,48.8,140,11.3,355,28.7,42,3.4,38,3.1
27,Black,2004,5 year June,1204,619,51.4,286,23.8,46.2,26,2.2,4.2,260,21.6,42.0,333,27.7,53.8,149,12.4,323,26.8,62,5.1,51,4.2
27,Black,2003,5 year June,1109,522,47.1,157,14.2,30.1,17,1.5,3.3,140,12.6,26.8,365,32.9,69.9,165,14.9,345,31.1,53,4.8,19,1.7
27,Black,2002,5 year June,1092,549,50.3,144,13.2,26.2,20,1.8,3.6,124,11.4,22.6,406,37.2,74.0,154,14.1,316,28.9,43,3.9,28,2.6
27,Black,2001,5 year June,1110,522,47.0,118,10.6,22.6,18,1.6,3.4,100,9.0,19.2,405,36.5,77.6,185,16.7,335,30.2,58,5.2,10,0.9
27,Black,2010,6 year June,931,615,66.1,555,59.6,90.2,38,4.1,6.2,517,55.5,84.1,60,6.4,9.8,52,5.6,224,24.1,24,2.6,8,0.9
27,Black,2009,6 year June,1029,636,61.8,554,53.8,87.1,37,3.6,5.8,517,50.2,81.3,82,8.0,12.9,57,5.5,293,28.5,24,2.3,15,1.5
